wine_id,color,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
R-604,red,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9
R-605,red,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1
R-606,red,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2
R-607,red,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2
R-608,red,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5
R-609,red,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4
R-610,red,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7
R-611,red,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2
R-612,red,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4
R-613,red,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10
R-614,red,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8
R-615,red,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2
R-616,red,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7
R-617,red,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7
R-618,red,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8
R-619,red,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2
R-620,red,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3
R-621,red,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4
R-622,red,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4
R-623,red,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5
R-624,red,7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1
R-625,red,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2
R-626,red,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2
R-627,red,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1
R-628,red,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1
R-629,red,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3
R-630,red,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3
R-631,red,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3
R-632,red,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5
R-633,red,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5
R-634,red,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3
R-635,red,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5
R-636,red,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7
R-637,red,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4
R-638,red,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4
R-639,red,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2
R-640,red,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3
R-641,red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4
R-642,red,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5
R-643,red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4
R-644,red,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5
R-645,red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4
R-646,red,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1
R-647,red,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1
R-648,red,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11
R-649,red,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2
R-650,red,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3
R-651,red,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6
R-652,red,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2
R-653,red,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9
R-654,red,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12
R-655,red,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5
R-656,red,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4
R-657,red,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6
R-658,red,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5
R-659,red,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6
R-660,red,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11
R-661,red,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6
R-662,red,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9
R-663,red,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6
R-664,red,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2
R-665,red,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2
R-666,red,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7
R-667,red,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5
R-668,red,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2
R-669,red,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11
R-670,red,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2
R-671,red,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10
R-672,red,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5
R-673,red,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5
R-674,red,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5
R-675,red,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3
R-676,red,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2
R-677,red,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3
R-678,red,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9
R-679,red,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10
R-680,red,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6
R-681,red,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9
R-682,red,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2
R-683,red,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8
R-684,red,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3
R-685,red,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4
R-686,red,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3
R-687,red,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1
R-688,red,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7
R-689,red,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4
R-690,red,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4
R-691,red,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7
R-692,red,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8
R-693,red,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9
R-694,red,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4
R-695,red,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4
R-696,red,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8
R-697,red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
R-698,red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
R-699,red,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7
R-700,red,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8
R-701,red,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1
R-702,red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
R-703,red,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4
R-704,red,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6
R-705,red,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7
R-706,red,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9
R-707,red,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10
R-708,red,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5
R-709,red,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6
R-710,red,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10
R-711,red,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1
R-712,red,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5
R-713,red,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4
R-714,red,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4
R-715,red,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8
R-716,red,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2
R-717,red,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4
R-718,red,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10
R-719,red,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6
R-720,red,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5
R-721,red,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6
R-722,red,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2
R-723,red,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10
R-724,red,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5
R-725,red,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2
R-726,red,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4
R-727,red,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1
R-728,red,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5
R-729,red,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5
R-730,red,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7
R-731,red,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6
R-732,red,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5
R-733,red,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6
R-734,red,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5
R-735,red,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3
R-736,red,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5
R-737,red,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5
R-738,red,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3
R-739,red,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2
R-740,red,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3
R-741,red,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5
R-742,red,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5
R-743,red,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2
R-744,red,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10
R-745,red,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5
R-746,red,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5
R-747,red,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9
R-748,red,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4
R-749,red,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6
R-750,red,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5
R-751,red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
R-752,red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
R-753,red,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4
R-754,red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
R-755,red,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1
R-756,red,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7
R-757,red,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2
R-758,red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8
R-759,red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8
R-760,red,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2
R-761,red,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7
R-762,red,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6
R-763,red,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10
R-764,red,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6
R-765,red,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5
R-766,red,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5
R-767,red,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4
R-768,red,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5
R-769,red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7
R-770,red,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6
R-771,red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7
R-772,red,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4
R-773,red,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4
R-774,red,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5
R-775,red,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5
R-776,red,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10
R-777,red,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3
R-778,red,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3
R-779,red,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5
R-780,red,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8
R-781,red,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4
R-782,red,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8
R-783,red,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10
R-784,red,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8
R-785,red,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8
R-786,red,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
R-787,red,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
R-788,red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
R-789,red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
R-790,red,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3
R-791,red,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7
R-792,red,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6
R-793,red,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7
R-794,red,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8
R-795,red,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5
R-796,red,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2
R-797,red,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6
R-798,red,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8
R-799,red,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
R-800,red,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
R-801,red,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4
R-802,red,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10
R-803,red,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9
R-804,red,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6
R-805,red,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9
R-806,red,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8
R-807,red,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5
R-808,red,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8
R-809,red,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2
R-810,red,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3
R-811,red,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5
R-812,red,12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9
R-813,red,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
R-814,red,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4
R-815,red,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3
R-816,red,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
R-817,red,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5
R-818,red,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9
R-819,red,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4
R-820,red,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6
R-821,red,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7
R-822,red,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14
R-823,red,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
R-824,red,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
R-825,red,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3
R-826,red,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
R-827,red,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11
R-828,red,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
R-829,red,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7
R-830,red,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1
R-831,red,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9
R-832,red,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1
R-833,red,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9
R-834,red,11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9
R-835,red,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4
R-836,red,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3
R-837,red,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
R-838,red,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
R-839,red,10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2
R-840,red,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10
R-841,red,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1
R-842,red,6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3
R-843,red,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9
R-844,red,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4
R-845,red,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6
R-846,red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
R-847,red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
R-848,red,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9
R-849,red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
R-850,red,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8
R-851,red,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
R-852,red,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
R-853,red,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7
R-854,red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
R-855,red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
R-856,red,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7
R-857,red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
R-858,red,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3
R-859,red,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6
R-860,red,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
R-861,red,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5
R-862,red,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5
R-863,red,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4
R-864,red,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7
R-865,red,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5
R-866,red,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7
R-867,red,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3
R-868,red,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2
R-869,red,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
R-870,red,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9
R-871,red,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
R-872,red,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6
R-873,red,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10
R-874,red,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
R-875,red,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8
R-876,red,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8
R-877,red,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9
R-878,red,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
R-879,red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
R-880,red,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
R-881,red,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9
R-882,red,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4
R-883,red,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12
R-884,red,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
R-885,red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
R-886,red,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5
R-887,red,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4
R-888,red,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1
R-889,red,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2
R-890,red,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3
R-891,red,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1
R-892,red,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
R-893,red,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3
R-894,red,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
R-895,red,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8
R-896,red,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
R-897,red,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
R-898,red,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
R-899,red,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
R-900,red,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11
R-901,red,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8
R-902,red,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
R-903,red,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
R-904,red,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
